,AED,INR,1/6/18 10:08,1000
3098,AED,,,
3099,AED,,,
3100,AED,,,
3101,AED,,,
3102,AED,,,
3103,AED,,,
3104,AED,,,
3105,AED,,,
3106,AED,,,
3107,AED,,,
3108,AED,,,
3109,AED,,,
3110,AED,,,
3111,AED,,,
3112,AED,,,
3113,AED,,,
3114,AED,,,
3115,AED,,,
3116,AED,,,
3117,AED,,,
3118,AED,,,
3119,AED,,,
3120,AED,,,
3121,AED,,,
3122,AED,,,
3123,AED,,,
3124,AED,,,
3125,AED,,,
3126,AED,,,
3127,AED,,,
3128,AED,,,
3129,AED,,,
3130,AED,,,
3131,AED,,,
3132,AED,,,
3133,AED,,,
3134,AED,,,
3135,AED,,,
3136,AED,,,
3137,AED,,,
3138,AED,,,
3139,AED,,,
3140,AED,,,
3141,AED,,,
3142,AED,,,
3143,AED,,,
3144,AED,,,
3145,AED,,,
3146,AED,,,
3147,AED,,,
3148,AED,,,
3149,AED,,,
3150,AED,,,
3151,AED,,,
3152,AED,,,
3153,AED,,,
3154,AED,,,
3155,AED,,,
3156,AED,,,
3157,AED,,,
3158,AED,,,
3159,AED,,,
3160,AED,,,
3161,AED,,,
3162,AED,,,
3163,AED,,,
3164,AED,,,
3165,AED,,,
3166,AED,,,
3167,AED,,,
3168,AED,,,
3169,AED,,,
3170,AED,,,
3171,AED,,,
3172,AED,,,
3173,AED,,,
3174,AED,,,
3175,AED,,,
3176,AED,,,
3177,AED,,,
3178,AED,,,
3179,AED,,,
3180,AED,,,
3181,AED,,,
3182,AED,,,
3183,AED,,,
3184,AED,,,
3185,AED,,,
3186,AED,,,
3187,AED,,,
3188,AED,,,
3189,AED,,,
3190,AED,,,
3191,AED,,,
3192,AED,,,
3193,AED,,,
3194,AED,,,
3195,AED,,,
3196,AED,,,
3197,AED,,,
3198,AED,,,
3199,AED,,,
3200,AED,,,
3201,AED,,,
3202,AED,,,
3203,AED,,,
3204,AED,,,
3205,AED,,,
3206,AED,,,
3207,AED,,,
3208,AED,,,
3209,AED,,,
3210,AED,,,
3211,AED,,,
3212,AED,,,
3213,AED,,,
3214,AED,,,
3215,AED,,,
3216,AED,,,
3217,AED,,,
3218,AED,,,
3219,AED,,,
3220,AED,,,
3221,AED,,,
3222,AED,,,
3223,AED,,,
3224,AED,,,
3225,AED,,,
3226,AED,,,
3227,AED,,,
3228,AED,,,
3229,AED,,,
3230,AED,,,
3231,AED,,,
3232,AED,,,
3233,AED,,,
3234,AED,,,
3235,AED,,,
3236,AED,,,
3237,AED,,,
3238,AED,,,
3239,AED,,,
3240,AED,,,
3241,AED,,,
3242,AED,,,
3243,AED,,,
3244,AED,,,
3245,AED,,,
3246,AED,,,
3247,AED,,,
3248,AED,,,
3249,AED,,,
3250,AED,,,
3251,AED,,,
3252,AED,,,
3253,AED,,,
3254,AED,,,
3255,AED,,,
3256,AED,,,
3257,AED,,,
3258,AED,,,
3259,AED,,,
3260,AED,,,
3261,AED,,,
3262,AED,,,
3263,AED,,,
3264,AED,,,
3265,AED,,,
3266,AED,,,
3267,AED,,,
3268,AED,,,
3269,AED,,,
3270,AED,,,
3271,AED,,,
3272,AED,,,
3273,AED,,,
3274,AED,,,
3275,AED,,,
3276,AED,,,
3277,AED,,,
3278,AED,,,
3279,AED,,,
3280,AED,,,
3281,AED,,,
3282,AED,,,
3283,AED,,,
3284,AED,,,
3285,AED,,,
3286,AED,,,
3287,AED,,,
3288,AED,,,
3289,AED,,,
3290,AED,,,
3291,AED,,,
3292,AED,,,
3293,AED,,,
3294,AED,,,
3295,AED,,,
3296,AED,,,
3297,AED,,,
3298,AED,,,
3299,AED,,,
3300,AED,,,
3301,AED,,,
3302,AED,,,
3303,AED,,,
3304,AED,,,
3305,AED,,,
3306,AED,,,
3307,AED,,,
3308,AED,,,
3309,AED,,,
3310,AED,,,
3311,AED,,,
3312,AED,,,
3313,AED,,,
3314,AED,,,
3315,AED,,,
3316,AED,,,
3317,AED,,,
3318,AED,,,
3319,AED,,,
3320,AED,,,
3321,AED,,,
3322,AED,,,
3323,AED,,,
3324,AED,,,
3325,AED,,,
3326,AED,,,
3327,AED,,,
3328,AED,,,
3329,AED,,,
3330,AED,,,
3331,AED,,,
3332,AED,,,
3333,AED,,,
3334,AED,,,
3335,AED,,,
3336,AED,,,
3337,AED,,,
3338,AED,,,
3339,AED,,,
3340,AED,,,
3341,AED,,,
3342,AED,,,
3343,AED,,,
3344,AED,,,
3345,AED,,,
3346,AED,,,
3347,AED,,,
3348,AED,,,
3349,AED,,,
3350,AED,,,
3351,AED,,,
3352,AED,,,
3353,AED,,,
3354,AED,,,
3355,AED,,,
3356,AED,,,
3357,AED,,,
3358,AED,,,
3359,AED,,,
3360,AED,,,
3361,AED,,,
3362,AED,,,
3363,AED,,,
3364,AED,,,
3365,AED,,,
3366,AED,,,
3367,AED,,,
3368,AED,,,
3369,AED,,,
3370,AED,,,
3371,AED,,,
3372,AED,,,
3373,AED,,,
3374,AED,,,
3375,AED,,,
3376,AED,,,
3377,AED,,,
3378,AED,,,
3379,AED,,,
3380,AED,,,
3381,AED,,,
3382,AED,,,
3383,AED,,,
3384,AED,,,
3385,AED,,,
3386,AED,,,
3387,AED,,,
3388,AED,,,
3389,AED,,,
3390,AED,,,
3391,AED,,,
3392,AED,,,
3393,AED,,,
3394,AED,,,
3395,AED,,,
3396,AED,,,
3397,AED,,,
3398,AED,,,
3399,AED,,,
3400,AED,,,
3401,AED,,,
3402,AED,,,
3403,AED,,,
3404,AED,,,
3405,AED,,,
3406,AED,,,
3407,AED,,,
3408,AED,,,
3409,AED,,,
3410,AED,,,
3411,AED,,,
3412,AED,,,
3413,AED,,,
3414,AED,,,
3415,AED,,,
3416,AED,,,
3417,AED,,,
3418,AED,,,
3419,AED,,,
3420,AED,,,
3421,AED,,,
3422,AED,,,
3423,AED,,,
3424,AED,,,
3425,AED,,,
3426,AED,,,
3427,AED,,,
3428,AED,,,
3429,AED,,,
3430,AED,,,
3431,AED,,,
3432,AED,,,
3433,AED,,,
3434,AED,,,
3435,AED,,,
3436,AED,,,
3437,AED,,,
3438,AED,,,
3439,AED,,,
3440,AED,,,
3441,AED,,,
3442,AED,,,
3443,AED,,,
3444,AED,,,
3445,AED,,,
3446,AED,,,
3447,AED,,,
3448,AED,,,
3449,AED,,,
3450,AED,,,
3451,AED,,,
3452,AED,,,
3453,AED,,,
3454,AED,,,
3455,AED,,,
3456,AED,,,
3457,AED,,,
3458,AED,,,
3459,AED,,,
3460,AED,,,
3461,AED,,,
3462,AED,,,
3463,AED,,,
3464,AED,,,
3465,AED,,,
3466,AED,,,
3467,AED,,,
3468,AED,,,
3469,AED,,,
3470,AED,,,
3471,AED,,,
3472,AED,,,
3473,AED,,,
3474,AED,,,
3475,AED,,,
3476,AED,,,
3477,AED,,,
3478,AED,,,
3479,AED,,,
3480,AED,,,
3481,AED,,,
3482,AED,,,
3483,AED,,,
3484,AED,,,
3485,AED,,,
3486,AED,,,
3487,AED,,,
3488,AED,,,
3489,AED,,,
3490,AED,,,
3491,AED,,,
3492,AED,,,
3493,AED,,,
3494,AED,,,
3495,AED,,,
3496,AED,,,
3497,AED,,,
3498,AED,,,
3499,AED,,,
3500,AED,,,
3501,AED,,,
3502,AED,,,
3503,AED,,,
3504,AED,,,
3505,AED,,,
3506,AED,,,
3507,AED,,,
3508,AED,,,
3509,AED,,,
3510,AED,,,
3511,AED,,,
3512,AED,,,
3513,AED,,,
3514,AED,,,
3515,AED,,,
3516,AED,,,
3517,AED,,,
3518,AED,,,
3519,AED,,,
3520,AED,,,
3521,AED,,,
3522,AED,,,
3523,AED,,,
3524,AED,,,
3525,AED,,,
3526,AED,,,
3527,AED,,,
3528,AED,,,
3529,AED,,,
3530,AED,,,
3531,AED,,,
3532,AED,,,
3533,AED,,,
3534,AED,,,
3535,AED,,,
3536,AED,,,
3537,AED,,,
3538,AED,,,
3539,AED,,,
3540,AED,,,
3541,AED,,,
3542,AED,,,
3543,AED,,,
3544,AED,,,
3545,AED,,,
3546,AED,,,
3547,AED,,,
3548,AED,,,
3549,AED,,,
3550,AED,,,
3551,AED,,,
3552,AED,,,
3553,AED,,,
3554,AED,,,
3555,AED,,,
3556,AED,,,
3557,AED,,,
3558,AED,,,
3559,AED,,,
3560,AED,,,
3561,AED,,,
3562,AED,,,
3563,AED,,,
3564,AED,,,
3565,AED,,,
3566,AED,,,
3567,AED,,,
3568,AED,,,
3569,AED,,,
3570,AED,,,
3571,AED,,,
3572,AED,,,
3573,AED,,,
3574,AED,,,
3575,AED,,,
3576,AED,,,
3577,AED,,,
3578,AED,,,
3579,AED,,,
3580,AED,,,
3581,AED,,,
3582,AED,,,
3583,AED,,,
3584,AED,,,
3585,AED,,,
3586,AED,,,
3587,AED,,,
3588,AED,,,
3589,AED,,,
3590,AED,,,
3591,AED,,,
3592,AED,,,
3593,AED,,,
3594,AED,,,
3595,AED,,,
3596,AED,,,
3597,AED,,,
3598,AED,,,
3599,AED,,,
3600,AED,,,
3601,AED,,,
3602,AED,,,
3603,AED,,,
3604,AED,,,
3605,AED,,,
3606,AED,,,
3607,AED,,,
3608,AED,,,
3609,AED,,,
3610,AED,,,
3611,AED,,,
3612,AED,,,
3613,AED,,,
3614,AED,,,
3615,AED,,,
3616,AED,,,
3617,AED,,,
3618,AED,,,
3619,AED,,,
3620,AED,,,
3621,AED,,,
3622,AED,,,
3623,AED,,,
3624,AED,,,
3625,AED,,,
3626,AED,,,
3627,AED,,,
3628,AED,,,
3629,AED,,,
3630,AED,,,
3631,AED,,,
3632,AED,,,
3633,AED,,,
3634,AED,,,
3635,AED,,,
3636,AED,,,
3637,AED,,,
3638,AED,,,
3639,AED,,,
3640,AED,,,
3641,AED,,,
3642,AED,,,
3643,AED,,,
3644,AED,,,
3645,AED,,,
3646,AED,,,
3647,AED,,,
3648,AED,,,
3649,AED,,,
3650,AED,,,
3651,AED,,,
3652,AED,,,
3653,AED,,,
3654,AED,,,
3655,AED,,,
3656,AED,,,
3657,AED,,,
3658,AED,,,
3659,AED,,,
3660,AED,,,
3661,AED,,,
3662,AED,,,
3663,AED,,,
3664,AED,,,
3665,AED,,,
3666,AED,,,
3667,AED,,,
3668,AED,,,
3669,AED,,,
3670,AED,,,
3671,AED,,,
3672,AED,,,
3673,AED,,,
3674,AED,,,
3675,AED,,,
3676,AED,,,
3677,AED,,,
3678,AED,,,
3679,AED,,,
3680,AED,,,
3681,AED,,,
3682,AED,,,
3683,AED,,,
3684,AED,,,
3685,AED,,,
3686,AED,,,
3687,AED,,,
3688,AED,,,
3689,AED,,,
3690,AED,,,
3691,AED,,,
3692,AED,,,
3693,AED,,,
3694,AED,,,
3695,AED,,,
3696,AED,,,
3697,AED,,,
3698,AED,,,
3699,AED,,,
3700,AED,,,
3701,AED,,,
3702,AED,,,
3703,AED,,,
3704,AED,,,
3705,AED,,,
3706,AED,,,
3707,AED,,,
3708,AED,,,
3709,AED,,,
3710,AED,,,
3711,AED,,,
3712,AED,,,
3713,AED,,,
3714,AED,,,
3715,AED,,,
3716,AED,,,
3717,AED,,,
3718,AED,,,
3719,AED,,,
3720,AED,,,
3721,AED,,,
3722,AED,,,
3723,AED,,,
3724,AED,,,
3725,AED,,,
3726,AED,,,
3727,AED,,,
3728,AED,,,
3729,AED,,,
3730,AED,,,
3731,AED,,,
3732,AED,,,
3733,AED,,,
3734,AED,,,
3735,AED,,,
3736,AED,,,
3737,AED,,,
3738,AED,,,
3739,AED,,,
3740,AED,,,
3741,AED,,,
3742,AED,,,
3743,AED,,,
3744,AED,,,
3745,AED,,,
3746,AED,,,
3747,AED,,,
3748,AED,,,
3749,AED,,,
3750,AED,,,
3751,AED,,,
3752,AED,,,
3753,AED,,,
3754,AED,,,
3755,AED,,,
3756,AED,,,
3757,AED,,,
3758,AED,,,
3759,AED,,,
3760,AED,,,
3761,AED,,,
3762,AED,,,
3763,AED,,,
3764,AED,,,
3765,AED,,,
3766,AED,,,
3767,AED,,,
3768,AED,,,
3769,AED,,,
3770,AED,,,
3771,AED,,,
3772,AED,,,
3773,AED,,,
3774,AED,,,
3775,AED,,,
3776,AED,,,
3777,AED,,,
3778,AED,,,
3779,AED,,,
3780,AED,,,
3781,AED,,,
3782,AED,,,
3783,AED,,,
3784,AED,,,
3785,AED,,,
3786,AED,,,
3787,AED,,,
3788,AED,,,
3789,AED,,,
3790,AED,,,
3791,AED,,,
3792,AED,,,
3793,AED,,,
3794,AED,,,
3795,AED,,,
3796,AED,,,
3797,AED,,,
3798,AED,,,
3799,AED,,,
3800,AED,,,
3801,AED,,,
3802,AED,,,
3803,AED,,,
3804,AED,,,
3805,AED,,,
3806,AED,,,
3807,AED,,,
3808,AED,,,
3809,AED,,,
3810,AED,,,
3811,AED,,,
3812,AED,,,
3813,AED,,,
3814,AED,,,
3815,AED,,,
3816,AED,,,
3817,AED,,,
3818,AED,,,
3819,AED,,,
3820,AED,,,
3821,AED,,,
3822,AED,,,
3823,AED,,,
3824,AED,,,
3825,AED,,,
3826,AED,,,
3827,AED,,,
3828,AED,,,
3829,AED,,,
3830,AED,,,
3831,AED,,,
3832,AED,,,
3833,AED,,,
3834,AED,,,
3835,AED,,,
3836,AED,,,
3837,AED,,,
3838,AED,,,
3839,AED,,,
3840,AED,,,
3841,AED,,,
3842,AED,,,
3843,AED,,,
3844,AED,,,
3845,AED,,,
3846,AED,,,
3847,AED,,,
3848,AED,,,
3849,AED,,,
3850,AED,,,
3851,AED,,,
3852,AED,,,
3853,AED,,,
3854,AED,,,
3855,AED,,,
3856,AED,,,
3857,AED,,,
3858,AED,,,
3859,AED,,,
3860,AED,,,
3861,AED,,,
3862,AED,,,
3863,AED,,,
3864,AED,,,
3865,AED,,,
3866,AED,,,
3867,AED,,,
3868,AED,,,
3869,AED,,,
3870,AED,,,
3871,AED,,,
3872,AED,,,
3873,AED,,,
3874,AED,,,
3875,AED,,,
3876,AED,,,
3877,AED,,,
3878,AED,,,
3879,AED,,,
3880,AED,,,
3881,AED,,,
3882,AED,,,
3883,AED,,,
3884,AED,,,
3885,AED,,,
3886,AED,,,
3887,AED,,,
3888,AED,,,
3889,AED,,,
3890,AED,,,
3891,AED,,,
3892,AED,,,
3893,AED,,,
3894,AED,,,
3895,AED,,,
3896,AED,,,
3897,AED,,,
3898,AED,,,
3899,AED,,,
3900,AED,,,
3901,AED,,,
3902,AED,,,
3903,AED,,,
3904,AED,,,
3905,AED,,,
3906,AED,,,
3907,AED,,,
3908,AED,,,
3909,AED,,,
3910,AED,,,
3911,AED,,,
3912,AED,,,
3913,AED,,,
3914,AED,,,
3915,AED,,,
3916,AED,,,
3917,AED,,,
3918,AED,,,
3919,AED,,,
3920,AED,,,
3921,AED,,,
3922,AED,,,
3923,AED,,,
3924,AED,,,
3925,AED,,,
3926,AED,,,
3927,AED,,,
3928,AED,,,
3929,AED,,,
3930,AED,,,
3931,AED,,,
3932,AED,,,
3933,AED,,,
3934,AED,,,
3935,AED,,,
3936,AED,,,
3937,AED,,,
3938,AED,,,
3939,AED,,,
3940,AED,,,
3941,AED,,,
3942,AED,,,
3943,AED,,,
3944,AED,,,
3945,AED,,,
3946,AED,,,
3947,AED,,,
3948,AED,,,
3949,AED,,,
3950,AED,,,
3951,AED,,,
3952,AED,,,
3953,AED,,,
3954,AED,,,
3955,AED,,,
3956,AED,,,
3957,AED,,,
3958,AED,,,
3959,AED,,,
3960,AED,,,
3961,AED,,,
3962,AED,,,
3963,AED,,,
3964,AED,,,
3965,AED,,,
3966,AED,,,
3967,AED,,,
3968,AED,,,
3969,AED,,,
3970,AED,,,
3971,AED,,,
3972,AED,,,
3973,AED,,,
3974,AED,,,
3975,AED,,,
3976,AED,,,
3977,AED,,,
3978,AED,,,
3979,AED,,,
3980,AED,,,
3981,AED,,,
3982,AED,,,
3983,AED,,,
3984,AED,,,
3985,AED,,,
3986,AED,,,
3987,AED,,,
3988,AED,,,
3989,AED,,,
3990,AED,,,
3991,AED,,,
3992,AED,,,
3993,AED,,,
3994,AED,,,
3995,AED,,,
3996,AED,,,
3997,AED,,,
3998,AED,,,
3999,AED,,,
4000,AED,,,
4001,AED,,,
4002,AED,,,
4003,AED,,,
4004,AED,,,
4005,AED,,,
4006,AED,,,
4007,AED,,,
4008,AED,,,
4009,AED,,,
4010,AED,,,
4011,AED,,,
4012,AED,,,
4013,AED,,,
4014,AED,,,
4015,AED,,,
4016,AED,,,
4017,AED,,,
4018,AED,,,
4019,AED,,,
4020,AED,,,
4021,AED,,,
4022,AED,,,
4023,AED,,,
4024,AED,,,
4025,AED,,,
4026,AED,,,
4027,AED,,,
4028,AED,,,
4029,AED,,,
4030,AED,,,
4031,AED,,,
4032,AED,,,
4033,AED,,,
4034,AED,,,
4035,AED,,,
4036,AED,,,
4037,AED,,,
4038,AED,,,
4039,AED,,,
4040,AED,,,
4041,AED,,,
4042,AED,,,
4043,AED,,,
4044,AED,,,
4045,AED,,,
4046,AED,,,
4047,AED,,,
4048,AED,,,
4049,AED,,,
4050,AED,,,
4051,AED,,,
4052,AED,,,
4053,AED,,,
4054,AED,,,
4055,AED,,,
4056,AED,,,
4057,AED,,,
4058,AED,,,
4059,AED,,,
4060,AED,,,
4061,AED,,,
4062,AED,,,
4063,AED,,,
4064,AED,,,
4065,AED,,,
4066,AED,,,
4067,AED,,,
4068,AED,,,
4069,AED,,,
4070,AED,,,
4071,AED,,,
4072,AED,,,
4073,AED,,,
4074,AED,,,
4075,AED,,,
4076,AED,,,
4077,AED,,,
4078,AED,,,
4079,AED,,,
4080,AED,,,
4081,AED,,,
4082,AED,,,
4083,AED,,,
4084,AED,,,
4085,AED,,,
4086,AED,,,
4087,AED,,,
4088,AED,,,
4089,AED,,,
4090,AED,,,
4091,AED,,,
4092,AED,,,
4093,AED,,,
4094,AED,,,
4095,AED,,,
4096,AED,,,
4097,AED,,,
4098,AED,,,
4099,AED,,,
4100,AED,,,
4101,AED,,,
4102,AED,,,
4103,AED,,,
4104,AED,,,
4105,AED,,,
4106,AED,,,
4107,AED,,,
4108,AED,,,
4109,AED,,,
4110,AED,,,
4111,AED,,,
4112,AED,,,
4113,AED,,,
4114,AED,,,
4115,AED,,,
4116,AED,,,
4117,AED,,,
4118,AED,,,
4119,AED,,,
4120,AED,,,
4121,AED,,,
4122,AED,,,
4123,AED,,,
4124,AED,,,
4125,AED,,,
4126,AED,,,
4127,AED,,,
4128,AED,,,
4129,AED,,,
4130,AED,,,
4131,AED,,,
4132,AED,,,
4133,AED,,,
4134,AED,,,
4135,AED,,,
4136,AED,,,
4137,AED,,,
4138,AED,,,
4139,AED,,,
4140,AED,,,
4141,AED,,,
4142,AED,,,
4143,AED,,,
4144,AED,,,
4145,AED,,,
4146,AED,,,
4147,AED,,,
4148,AED,,,
4149,AED,,,
4150,AED,,,
4151,AED,,,
4152,AED,,,
4153,AED,,,
4154,AED,,,
4155,AED,,,
4156,AED,,,
4157,AED,,,
4158,AED,,,
4159,AED,,,
4160,AED,,,
4161,AED,,,
4162,AED,,,
4163,AED,,,
4164,AED,,,
4165,AED,,,
4166,AED,,,
4167,AED,,,
4168,AED,,,
4169,AED,,,
4170,AED,,,
4171,AED,,,
4172,AED,,,
4173,AED,,,
4174,AED,,,
4175,AED,,,
4176,AED,,,
4177,AED,,,
4178,AED,,,
4179,AED,,,
4180,AED,,,
4181,AED,,,
4182,AED,,,
4183,AED,,,
4184,AED,,,
4185,AED,,,
4186,AED,,,
4187,AED,,,
4188,AED,,,
4189,AED,,,
4190,AED,,,
4191,AED,,,
4192,AED,,,
4193,AED,,,
4194,AED,,,
4195,AED,,,
4196,AED,,,
4197,AED,,,
4198,AED,,,
4199,AED,,,
4200,AED,,,
4201,AED,,,
4202,AED,,,
4203,AED,,,
4204,AED,,,
4205,AED,,,
4206,AED,,,
4207,AED,,,
4208,AED,,,
4209,AED,,,
4210,AED,,,
4211,AED,,,
4212,AED,,,
4213,AED,,,
4214,AED,,,
4215,AED,,,
4216,AED,,,
4217,AED,,,
4218,AED,,,
4219,AED,,,
4220,AED,,,
4221,AED,,,
4222,AED,,,
4223,AED,,,
4224,AED,,,
4225,AED,,,
4226,AED,,,
4227,AED,,,
4228,AED,,,
4229,AED,,,
4230,AED,,,
4231,AED,,,
4232,AED,,,
4233,AED,,,
4234,AED,,,
4235,AED,,,
4236,AED,,,
4237,AED,,,
4238,AED,,,
4239,AED,,,
4240,AED,,,
4241,AED,,,
4242,AED,,,
4243,AED,,,
4244,AED,,,
4245,AED,,,
4246,AED,,,
4247,AED,,,
4248,AED,,,
4249,AED,,,
4250,AED,,,
4251,AED,,,
4252,AED,,,
4253,AED,,,
4254,AED,,,
4255,AED,,,
4256,AED,,,
4257,AED,,,
4258,AED,,,
4259,AED,,,
4260,AED,,,
4261,AED,,,
4262,AED,,,
4263,AED,,,
4264,AED,,,
4265,AED,,,
4266,AED,,,
4267,AED,,,
4268,AED,,,
4269,AED,,,
4270,AED,,,
4271,AED,,,
4272,AED,,,
4273,AED,,,
4274,AED,,,
4275,AED,,,
4276,AED,,,
4277,AED,,,
4278,AED,,,
4279,AED,,,
4280,AED,,,
4281,AED,,,
4282,AED,,,
4283,AED,,,
4284,AED,,,
4285,AED,,,
4286,AED,,,
4287,AED,,,
4288,AED,,,
4289,AED,,,
4290,AED,,,
4291,AED,,,
4292,AED,,,
4293,AED,,,
4294,AED,,,
4295,AED,,,
4296,AED,,,
4297,AED,,,
4298,AED,,,
4299,AED,,,
4300,AED,,,
4301,AED,,,
4302,AED,,,
4303,AED,,,
4304,AED,,,
4305,AED,,,
4306,AED,,,
4307,AED,,,
4308,AED,,,
4309,AED,,,
4310,AED,,,
4311,AED,,,
4312,AED,,,
4313,AED,,,
4314,AED,,,
4315,AED,,,
4316,AED,,,
4317,AED,,,
4318,AED,,,
4319,AED,,,
4320,AED,,,
4321,AED,,,
4322,AED,,,
4323,AED,,,
4324,AED,,,
4325,AED,,,
4326,AED,,,
4327,AED,,,
4328,AED,,,
4329,AED,,,
4330,AED,,,
4331,AED,,,
4332,AED,,,
4333,AED,,,
4334,AED,,,
4335,AED,,,
4336,AED,,,
4337,AED,,,
4338,AED,,,
4339,AED,,,
4340,AED,,,
4341,AED,,,
4342,AED,,,
4343,AED,,,
4344,AED,,,
4345,AED,,,
4346,AED,,,
4347,AED,,,
4348,AED,,,
4349,AED,,,
4350,AED,,,
4351,AED,,,
4352,AED,,,
4353,AED,,,
4354,AED,,,
4355,AED,,,
4356,AED,,,
4357,AED,,,
4358,AED,,,
4359,AED,,,
4360,AED,,,
4361,AED,,,
4362,AED,,,
4363,AED,,,
4364,AED,,,
4365,AED,,,
4366,AED,,,
4367,AED,,,
4368,AED,,,
4369,AED,,,
4370,AED,,,
4371,AED,,,
4372,AED,,,
4373,AED,,,
4374,AED,,,
4375,AED,,,
4376,AED,,,
4377,AED,,,
4378,AED,,,
4379,AED,,,
4380,AED,,,
4381,AED,,,
4382,AED,,,
4383,AED,,,
4384,AED,,,
4385,AED,,,
4386,AED,,,
4387,AED,,,
4388,AED,,,
4389,AED,,,
4390,AED,,,
4391,AED,,,
4392,AED,,,
4393,AED,,,
4394,AED,,,
4395,AED,,,
4396,AED,,,
4397,AED,,,
4398,AED,,,
4399,AED,,,
4400,AED,,,
4401,AED,,,
4402,AED,,,
4403,AED,,,
4404,AED,,,
4405,AED,,,
4406,AED,,,
4407,AED,,,
4408,AED,,,
4409,AED,,,
4410,AED,,,
4411,AED,,,
4412,AED,,,
4413,AED,,,
4414,AED,,,
4415,AED,,,
4416,AED,,,
4417,AED,,,
4418,AED,,,
4419,AED,,,
4420,AED,,,
4421,AED,,,
4422,AED,,,
4423,AED,,,
4424,AED,,,
4425,AED,,,
4426,AED,,,
4427,AED,,,
4428,AED,,,
4429,AED,,,
4430,AED,,,
4431,AED,,,
4432,AED,,,
4433,AED,,,
4434,AED,,,
4435,AED,,,
4436,AED,,,
4437,AED,,,
4438,AED,,,
4439,AED,,,
4440,AED,,,
4441,AED,,,
4442,AED,,,
4443,AED,,,
4444,AED,,,
4445,AED,,,
4446,AED,,,
4447,AED,,,
4448,AED,,,
4449,AED,,,
4450,AED,,,
4451,AED,,,
4452,AED,,,
4453,AED,,,
4454,AED,,,
4455,AED,,,
4456,AED,,,
4457,AED,,,
4458,AED,,,
4459,AED,,,
4460,AED,,,
4461,AED,,,
4462,AED,,,
4463,AED,,,
4464,AED,,,
4465,AED,,,
4466,AED,,,
4467,AED,,,
4468,AED,,,
4469,AED,,,
4470,AED,,,
4471,AED,,,
4472,AED,,,
4473,AED,,,
4474,AED,,,
4475,AED,,,
4476,AED,,,
4477,AED,,,
4478,AED,,,
4479,AED,,,
4480,AED,,,
4481,AED,,,
4482,AED,,,
4483,AED,,,
4484,AED,,,
4485,AED,,,
4486,AED,,,
4487,AED,,,
4488,AED,,,
4489,AED,,,
4490,AED,,,
4491,AED,,,
4492,AED,,,
4493,AED,,,
4494,AED,,,
4495,AED,,,
4496,AED,,,
4497,AED,,,
4498,AED,,,
4499,AED,,,
4500,AED,,,
4501,AED,,,
4502,AED,,,
4503,AED,,,
4504,AED,,,
4505,AED,,,
4506,AED,,,
4507,AED,,,
4508,AED,,,
4509,AED,,,
4510,AED,,,
4511,AED,,,
4512,AED,,,
4513,AED,,,
4514,AED,,,
4515,AED,,,
4516,AED,,,
4517,AED,,,
4518,AED,,,
4519,AED,,,
4520,AED,,,
4521,AED,,,
4522,AED,,,
4523,AED,,,
4524,AED,,,
4525,AED,,,
4526,AED,,,
4527,AED,,,
4528,AED,,,
4529,AED,,,
4530,AED,,,
4531,AED,,,
4532,AED,,,
4533,AED,,,
4534,AED,,,
4535,AED,,,
4536,AED,,,
4537,AED,,,
4538,AED,,,
4539,AED,,,
4540,AED,,,
4541,AED,,,
4542,AED,,,
4543,AED,,,
4544,AED,,,
4545,AED,,,
4546,AED,,,
4547,AED,,,
4548,AED,,,
4549,AED,,,
4550,AED,,,
4551,AED,,,
4552,AED,,,
4553,AED,,,
4554,AED,,,
4555,AED,,,
4556,AED,,,
4557,AED,,,
4558,AED,,,
4559,AED,,,
4560,AED,,,
4561,AED,,,
4562,AED,,,
4563,AED,,,
4564,AED,,,
4565,AED,,,
4566,AED,,,
4567,AED,,,
4568,AED,,,
4569,AED,,,
4570,AED,,,
4571,AED,,,
4572,AED,,,
4573,AED,,,
4574,AED,,,
4575,AED,,,
4576,AED,,,
4577,AED,,,
4578,AED,,,
4579,AED,,,
4580,AED,,,
4581,AED,,,
4582,AED,,,
4583,AED,,,
4584,AED,,,
4585,AED,,,
4586,AED,,,
4587,AED,,,
4588,AED,,,
4589,AED,,,
4590,AED,,,
4591,AED,,,
4592,AED,,,
4593,AED,,,
4594,AED,,,
4595,AED,,,
4596,AED,,,
4597,AED,,,
4598,AED,,,
4599,AED,,,
4600,AED,,,
4601,AED,,,
4602,AED,,,
4603,AED,,,
4604,AED,,,
4605,AED,,,
4606,AED,,,
4607,AED,,,
4608,AED,,,
4609,AED,,,
4610,AED,,,
4611,AED,,,
4612,AED,,,
4613,AED,,,
4614,AED,,,
4615,AED,,,
4616,AED,,,
4617,AED,,,
4618,AED,,,
4619,AED,,,
4620,AED,,,
4621,AED,,,
4622,AED,,,
4623,AED,,,
4624,AED,,,
4625,AED,,,
4626,AED,,,
4627,AED,,,
4628,AED,,,
4629,AED,,,
4630,AED,,,
4631,AED,,,
4632,AED,,,
4633,AED,,,
4634,AED,,,
4635,AED,,,
4636,AED,,,
4637,AED,,,
4638,AED,,,
4639,AED,,,
4640,AED,,,
4641,AED,,,
4642,AED,,,
4643,AED,,,
4644,AED,,,
4645,AED,,,
4646,AED,,,
4647,AED,,,
4648,AED,,,
4649,AED,,,
4650,AED,,,
